algorithm,budget,coverage,cost_per_coverage,distribution,radius,time
k=1,1700,58,28.8448,4,11,53
k=2,1700,58,28.8448,4,11,2642
greedy,1700,100,8,2,11,3
random,1700,97,17.5258,2,11,0
bad_greedy,1700,93,18.2796,2,11,1
k=1,1700,100,7.8,2,11,35
k=2,1700,100,7.8,2,11,1728
greedy,1700,100,1,3,11,3
random,1700,100,4.49,3,11,0
bad_greedy,1700,100,4.49,3,11,2
k=1,1700,100,0.97,3,11,34
k=2,1700,100,0.94,3,11,1559
greedy,1700,65,25.9538,4,11,3
random,1700,37,45.5676,4,11,0
bad_greedy,1700,45,36.3111,4,11,1
k=1,1700,66,25.1515,4,11,52
k=2,1700,66,25.1515,4,11,2348
greedy,1700,100,7.4,2,11,3
random,1700,97,17.5258,2,11,0
bad_greedy,1700,96,17.7083,2,11,1
k=1,1700,100,7.4,2,11,32
k=2,1700,100,7.4,2,11,1545
greedy,1700,100,1.44,3,11,3
random,1700,100,4.7,3,11,0
bad_greedy,1700,100,4.7,3,11,1
k=1,1700,100,1.38,3,11,35
k=2,1700,100,1.36,3,11,1649
greedy,1700,71,23.0986,4,11,3
random,1700,37,44.5676,4,11,0
bad_greedy,1700,42,39.7143,4,11,1
k=1,1700,71,23.0986,4,11,56
k=2,1700,71,23.0986,4,11,2175
greedy,1500,100,7.4,2,12,4
random,1500,96,15.625,2,12,0
bad_greedy,1500,79,18.9873,2,12,2
k=1,1500,100,7.2,2,12,41
k=2,1500,100,7.2,2,12,2064
greedy,1500,100,1.08,3,12,4
random,1500,100,4.43,3,12,0
bad_greedy,1500,100,4.43,3,12,1
k=1,1500,100,1.05,3,12,48
k=2,1500,100,1.02,3,12,2299
greedy,1500,74,20.1757,4,12,5
random,1500,35,42.3143,4,12,0
bad_greedy,1500,50,28.84,4,12,2
k=1,1500,74,20.1757,4,12,81
k=2,1500,74,20.1757,4,12,3158
greedy,1500,100,6.4,2,12,3
random,1500,97,15.4639,2,12,0
bad_greedy,1500,91,16.4835,2,12,1
k=1,1500,100,6.2,2,12,37
k=2,1500,100,6.2,2,12,1715
greedy,1500,100,1.01,3,12,4
random,1500,100,4.58,3,12,0
bad_greedy,1500,100,4.58,3,12,2
k=1,1500,100,0.99,3,12,33
k=2,1500,100,0.97,3,12,1682
greedy,1500,67,21.5522,4,12,3
random,1500,35,42.8571,4,12,0
bad_greedy,1500,44,33.1818,4,12,2
k=1,1500,67,21.5522,4,12,51
k=2,1500,67,21.5522,4,12,3084
greedy,1500,100,6.2,2,12,3
random,1500,99,15.1515,2,12,0
bad_greedy,1500,88,17.0455,2,12,2
k=1,1500,100,6.2,2,12,30
k=2,1500,100,6.2,2,12,1570
greedy,1500,100,0.89,3,12,3
random,1500,100,4.44,3,12,0
bad_greedy,1500,100,4.44,3,12,2
k=1,1500,100,0.87,3,12,30
k=2,1500,100,0.87,3,12,1525
greedy,1500,72,20.5556,4,12,3
random,1500,50,29.46,4,12,0
bad_greedy,1500,48,31.1875,4,12,1
k=1,1500,72,20.4722,4,12,48
k=2,1500,72,20.0278,4,12,2523
greedy,1500,100,7,2,12,3
random,1500,92,16.3043,2,12,0
bad_greedy,1500,81,18.5185,2,12,1
k=1,1500,100,6.8,2,12,33
k=2,1500,100,6.8,2,12,1501
greedy,1500,100,1.01,3,12,3
random,1500,100,4.43,3,12,0
bad_greedy,1500,100,4.43,3,12,1
k=1,1500,100,0.98,3,12,34
k=2,1500,100,0.97,3,12,1334
greedy,1500,73,20.4795,4,12,3
random,1500,46,32,4,12,0
bad_greedy,1500,40,37.275,4,12,1
k=1,1500,73,20.0137,4,12,47
k=2,1500,73,20.0137,4,12,2321
greedy,1500,100,6.4,2,12,3
random,1500,96,15.625,2,12,0
bad_greedy,1500,89,16.8539,2,12,1
k=1,1500,100,6.4,2,12,29
k=2,1500,100,6.4,2,12,1411
greedy,1500,100,1.11,3,12,3
random,1500,100,4.68,3,12,0
bad_greedy,1500,100,4.68,3,12,1
k=1,1500,100,1.06,3,12,28
k=2,1500,100,1.02,3,12,1346
greedy,1500,61,24.4262,4,12,3
random,1500,34,43.8529,4,12,0
bad_greedy,1500,40,35.3,4,12,1
k=1,1500,61,24.4262,4,12,52
k=2,1500,61,24.4262,4,12,2642
greedy,1500,100,6.8,2,12,3
random,1500,93,16.129,2,12,0
bad_greedy,1500,91,16.4835,2,12,1
k=1,1500,100,6.8,2,12,31
k=2,1500,100,6.8,2,12,1465
greedy,1500,100,0.93,3,12,3
random,1500,100,4.4,3,12,0
bad_greedy,1500,100,4.4,3,12,1
k=1,1500,100,0.89,3,12,37
k=2,1500,100,0.87,3,12,1368
greedy,1500,67,21.9552,4,12,3
random,1500,39,37.9744,4,12,0
bad_greedy,1500,48,29.875,4,12,1
k=1,1500,68,21.8088,4,12,50
k=2,1500,68,21.8088,4,12,2421
greedy,1500,100,6.8,2,12,3
random,1500,94,15.9574,2,12,0
bad_greedy,1500,88,17.0455,2,12,1
k=1,1500,100,6.6,2,12,31
k=2,1500,100,6.6,2,12,1437
greedy,1500,100,0.82,3,12,3
random,1500,100,4.58,3,12,0
bad_greedy,1500,100,4.58,3,12,1
k=1,1500,100,0.79,3,12,27
k=2,1500,100,0.79,3,12,1243
greedy,1500,66,22.6212,4,12,3
random,1500,38,38.9737,4,12,0
bad_greedy,1500,41,36.3415,4,12,1
k=1,1500,66,22.6212,4,12,49
k=2,1500,66,22.6212,4,12,2372
greedy,1500,100,7.2,2,12,3
random,1500,96,15.625,2,12,0
bad_greedy,1500,82,18.2927,2,12,1
k=1,1500,100,7,2,12,31
k=2,1500,100,7,2,12,1545
greedy,1500,100,1.02,3,12,3
random,1500,100,4.3,3,12,0
bad_greedy,1500,100,4.3,3,12,1
k=1,1500,100,0.95,3,12,30
k=2,1500,100,0.94,3,12,1461
greedy,1500,67,21.3881,4,12,3
random,1500,38,38.5789,4,12,0
bad_greedy,1500,48,29.8958,4,12,1
k=1,1500,68,21.5882,4,12,50
k=2,1500,68,21.5882,4,12,2399
greedy,1500,100,6.4,2,12,3
random,1500,98,15.3061,2,12,0
bad_greedy,1500,88,17.0455,2,12,1
k=1,1500,100,6.2,2,12,28
k=2,1500,100,6,2,12,1560
greedy,1500,100,0.96,3,12,4
random,1500,100,4.77,3,12,0
bad_greedy,1500,100,4.77,3,12,2
k=1,1500,100,0.93,3,12,45
k=2,1500,100,0.91,3,12,1926
greedy,1500,69,21.4058,4,12,4
random,1500,28,52.9286,4,12,0
bad_greedy,1500,46,30.7826,4,12,2
k=1,1500,70,21.0429,4,12,79
k=2,1500,71,20.8592,4,12,3623
greedy,1500,100,6.6,2,12,4
random,1500,97,15.4639,2,12,0
bad_greedy,1500,81,18.5185,2,12,2
k=1,1500,100,6.6,2,12,49
k=2,1500,100,6.6,2,12,2142
greedy,1500,100,1,3,12,4
random,1500,100,4.55,3,12,0
bad_greedy,1500,100,4.55,3,12,1
k=1,1500,100,0.91,3,12,41
k=2,1500,100,0.89,3,12,1649
greedy,1500,68,21.1029,4,12,3
random,1500,38,39.0263,4,12,0
bad_greedy,1500,41,36.1707,4,12,2
k=1,1500,68,21.0882,4,12,54
k=2,1500,68,21.0882,4,12,2645
greedy,1500,90,16.6667,2,3,17
random,1500,83,18.0723,2,3,0
bad_greedy,1500,77,19.4805,2,3,1
k=1,1500,90,16.6667,2,3,58
k=2,1500,90,16.6667,2,3,2873
greedy,1500,100,3.85,3,3,4
random,1500,100,4.54,3,3,0
bad_greedy,1500,100,4.54,3,3,1
k=1,1500,100,3.85,3,3,61
k=2,1500,100,3.85,3,3,3000
greedy,1500,30,49.0333,4,3,3
random,1500,15,99.9333,4,3,0
bad_greedy,1500,25,58.92,4,3,1
k=1,1500,30,49.0333,4,3,61
k=2,1500,30,49.0333,4,3,3003
greedy,1500,82,18.2927,2,3,3
random,1500,77,19.4805,2,3,0
bad_greedy,1500,77,19.4805,2,3,1
k=1,1500,82,18.2927,2,3,61
k=2,1500,82,18.2927,2,3,2991
greedy,1500,100,3.53,3,3,3
random,1500,100,4.09,3,3,0
bad_greedy,1500,100,4.09,3,3,1
k=1,1500,100,3.53,3,3,60
k=2,1500,100,3.53,3,3,2967
greedy,1500,28,53.0714,4,3,3
random,1500,14,105.571,4,3,0
bad_greedy,1500,23,65.087,4,3,1
k=1,1500,28,53.0714,4,3,62
k=2,1500,28,53.0714,4,3,2999
greedy,1500,85,17.6471,2,3,3
random,1500,79,18.9873,2,3,0
bad_greedy,1500,76,19.7368,2,3,1
k=1,1500,85,17.6471,2,3,60
k=2,1500,85,17.6471,2,3,2993
greedy,1500,100,4.12,3,3,3
random,1500,100,4.62,3,3,0
bad_greedy,1500,100,4.62,3,3,1
k=1,1500,100,4.12,3,3,61
k=2,1500,100,4.12,3,3,3040
greedy,1500,26,57.6154,4,3,3
random,1500,10,145.2,4,3,0
bad_greedy,1500,23,63.1304,4,3,1
k=1,1500,26,57.6154,4,3,62
k=2,1500,26,57.6154,4,3,3078
greedy,1500,85,17.6471,2,3,3
random,1500,78,19.2308,2,3,0
bad_greedy,1500,79,18.9873,2,3,1
k=1,1500,85,17.6471,2,3,60
k=2,1500,85,17.6471,2,3,2919
greedy,1500,100,3.97,3,3,3
random,1500,100,4.34,3,3,0
bad_greedy,1500,100,4.34,3,3,1
k=1,1500,100,3.97,3,3,62
k=2,1500,100,3.97,3,3,3044
greedy,1500,29,50.931,4,3,3
random,1500,15,98.9333,4,3,0
bad_greedy,1500,27,53.5926,4,3,1
k=1,1500,29,50.931,4,3,63
k=2,1500,29,50.931,4,3,3072
greedy,1500,90,16.6667,2,3,3
random,1500,81,18.5185,2,3,0
bad_greedy,1500,77,19.4805,2,3,1
k=1,1500,90,16.6667,2,3,58
k=2,1500,90,16.6667,2,3,2881
greedy,1500,99,3.9596,3,3,3
random,1500,100,4.63,3,3,0
bad_greedy,1500,100,4.63,3,3,1
k=1,1500,100,3.91,3,3,60
k=2,1500,100,3.91,3,3,2931
greedy,1500,30,49.3333,4,3,3
random,1500,10,148.3,4,3,0
bad_greedy,1500,23,62.087,4,3,1
k=1,1500,30,49.3333,4,3,60
k=2,1500,30,49.3333,4,3,3009
greedy,1500,89,16.8539,2,3,3
random,1500,81,18.5185,2,3,0
bad_greedy,1500,77,19.4805,2,3,1
k=1,1500,90,16.6667,2,3,59
k=2,1500,90,16.6667,2,3,2874
greedy,1500,100,3.79,3,3,3
random,1500,100,4.46,3,3,0
bad_greedy,1500,100,4.46,3,3,1
k=1,1500,100,3.79,3,3,61
k=2,1500,100,3.79,3,3,2966
greedy,1500,27,55.4074,4,3,3
random,1500,12,123.583,4,3,0
bad_greedy,1500,23,61.6087,4,3,1
k=1,1500,27,55.4074,4,3,63
k=2,1500,27,55.4074,4,3,3146
greedy,1500,85,17.6471,2,3,3
random,1500,79,18.9873,2,3,0
bad_greedy,1500,76,19.7368,2,3,1
k=1,1500,85,17.6471,2,3,60
k=2,1500,85,17.6471,2,3,2945
greedy,1500,100,3.64,3,3,3
random,1500,100,4.44,3,3,0
bad_greedy,1500,100,4.44,3,3,1
k=1,1500,100,3.64,3,3,61
k=2,1500,100,3.64,3,3,2976
greedy,1500,27,53.7407,4,3,3
random,1500,11,135.182,4,3,0
bad_greedy,1500,22,67.3636,4,3,1
k=1,1500,27,53.7407,4,3,61
k=2,1500,27,53.7407,4,3,2985
greedy,1500,82,18.2927,2,3,3
random,1500,76,19.7368,2,3,0
bad_greedy,1500,75,20,2,3,1
k=1,1500,82,18.2927,2,3,60
k=2,1500,82,18.2927,2,3,2971
greedy,1500,100,3.81,3,3,3
random,1500,100,4.51,3,3,0
bad_greedy,1500,100,4.51,3,3,1
k=1,1500,100,3.81,3,3,61
k=2,1500,100,3.81,3,3,2959
greedy,1500,28,53.2857,4,3,3
random,1500,12,122.25,4,3,0
bad_greedy,1500,22,66.9545,4,3,1
k=1,1500,28,53.2857,4,3,62
k=2,1500,28,53.2857,4,3,3004
greedy,1500,87,17.2414,2,3,3
random,1500,80,18.75,2,3,0
bad_greedy,1500,78,19.2308,2,3,1
k=1,1500,87,17.2414,2,3,59
k=2,1500,87,17.2414,2,3,2897
greedy,1500,100,3.73,3,3,3
random,1500,100,4.48,3,3,0
bad_greedy,1500,100,4.48,3,3,1
k=1,1500,100,3.73,3,3,61
k=2,1500,100,3.73,3,3,2982
greedy,1500,28,53.25,4,3,3
random,1500,15,98.8667,4,3,0
bad_greedy,1500,25,57.48,4,3,1
k=1,1500,28,53.25,4,3,62
k=2,1500,28,53.25,4,3,3073
greedy,1500,77,19.4805,2,3,3
random,1500,76,19.7368,2,3,0
bad_greedy,1500,75,20,2,3,1
k=1,1500,77,19.4805,2,3,61
k=2,1500,77,19.4805,2,3,3005
greedy,1500,100,3.94,3,3,3
random,1500,100,4.28,3,3,0
bad_greedy,1500,100,4.28,3,3,1
k=1,1500,100,3.92,3,3,65
k=2,1500,100,3.92,3,3,3073
greedy,1500,27,53.2593,4,3,3
random,1500,12,124,4,3,0
bad_greedy,1500,24,60.9167,4,3,1
k=1,1500,27,53.2593,4,3,61
k=2,1500,27,53.2593,4,3,3018
greedy,500,88,5.68182,2,11,9
random,500,62,8.06452,2,11,0
bad_greedy,500,45,11.1111,2,11,1
k=1,500,89,5.61798,2,11,37
k=2,500,89,5.61798,2,11,1869
greedy,500,100,1.04,3,11,3
random,500,100,4.3,3,11,0
bad_greedy,500,100,4.3,3,11,1
k=1,500,100,1.02,3,11,32
k=2,500,100,1,3,11,1533
greedy,500,37,13,4,11,3
random,500,18,27.7778,4,11,0
bad_greedy,500,30,15.5,4,11,1
k=1,500,37,13,4,11,58
k=2,500,37,13,4,11,2893
greedy,500,76,6.57895,2,11,4
random,500,53,9.43396,2,11,0
bad_greedy,500,35,14.2857,2,11,1
k=1,500,77,6.49351,2,11,45
k=2,500,77,6.49351,2,11,2223
greedy,500,100,1.2,3,11,3
random,500,100,4.5,3,11,0
bad_greedy,500,100,4.5,3,11,1
k=1,500,100,1.16,3,11,43
k=2,500,100,1.13,3,11,1660
greedy,500,35,12.8286,4,11,3
random,500,16,29.5,4,11,0
bad_greedy,500,22,20.0909,4,11,1
k=1,500,35,12.8286,4,11,60
k=2,500,35,12.8286,4,11,2899
greedy,500,90,5.55556,2,11,3
random,500,62,8.06452,2,11,0
bad_greedy,500,45,11.1111,2,11,1
k=1,500,91,5.49451,2,11,35
k=2,500,92,5.43478,2,11,1704
greedy,500,100,0.94,3,11,3
random,500,100,4.51,3,11,0
bad_greedy,500,100,4.51,3,11,1
k=1,500,100,0.91,3,11,29
k=2,500,100,0.89,3,11,1355
greedy,500,34,13.3235,4,11,3
random,500,11,40.9091,4,11,0
bad_greedy,500,27,18.2593,4,11,1
k=1,500,35,13.5143,4,11,61
k=2,500,35,13.5143,4,11,2957
greedy,500,86,5.81395,2,11,3
random,500,64,7.8125,2,11,0
bad_greedy,500,44,11.3636,2,11,1
k=1,500,87,5.74713,2,11,35
k=2,500,87,5.74713,2,11,1708
greedy,500,100,1.1,3,11,3
random,500,100,4.35,3,11,0
bad_greedy,500,100,4.35,3,11,2
k=1,500,100,1.03,3,11,31
k=2,500,100,1.01,3,11,1433
greedy,500,35,13.3429,4,11,3
random,500,19,25.7368,4,11,0
bad_greedy,500,26,18.2692,4,11,1
k=1,500,35,13.2286,4,11,58
k=2,500,35,13.2286,4,11,2837
greedy,500,94,5.31915,2,11,3
random,500,74,6.75676,2,11,0
bad_greedy,500,41,12.1951,2,11,1
k=1,500,95,5.26316,2,11,36
k=2,500,95,5.26316,2,11,1742
greedy,500,100,1.08,3,11,3
random,500,100,4.54,3,11,0
bad_greedy,500,100,4.54,3,11,1
k=1,500,100,1.07,3,11,29
k=2,500,100,1.06,3,11,1418
greedy,500,34,13.7941,4,11,3
random,500,14,32.3571,4,11,0
bad_greedy,500,20,23.05,4,11,1
k=1,500,35,13.4857,4,11,60
k=2,500,35,13.4857,4,11,2990
greedy,500,88,5.68182,2,11,3
random,500,69,7.24638,2,11,0
bad_greedy,500,39,12.8205,2,11,1
k=1,500,89,5.61798,2,11,40
k=2,500,89,5.61798,2,11,1943
greedy,500,100,1.07,3,11,3
random,500,100,4.56,3,11,0
bad_greedy,500,100,4.56,3,11,1
k=1,500,100,0.98,3,11,28
k=2,500,100,0.96,3,11,1319
greedy,500,42,11.7381,4,11,3
random,500,11,44.1818,4,11,0
bad_greedy,500,26,18.1538,4,11,1
k=1,500,42,11.7143,4,11,60
k=2,500,42,11.7143,4,11,2871
greedy,500,87,5.74713,2,11,3
random,500,66,7.57576,2,11,0
bad_greedy,500,48,10.4167,2,11,1
k=1,500,87,5.74713,2,11,38
k=2,500,87,5.74713,2,11,1880
greedy,500,100,1,3,11,3
random,500,100,4.55,3,11,0
bad_greedy,500,100,4.55,3,11,1
k=1,500,100,0.99,3,11,31
k=2,500,100,0.99,3,11,1338
greedy,500,35,14.1429,4,11,3
random,500,10,48.3,4,11,0
bad_greedy,500,31,14.4194,4,11,1
k=1,500,35,14.1429,4,11,63
k=2,500,35,14.1429,4,11,3010
greedy,500,89,5.61798,2,11,3
random,500,64,7.8125,2,11,0
bad_greedy,500,39,12.8205,2,11,1
k=1,500,89,5.61798,2,11,34
k=2,500,89,5.61798,2,11,1671
greedy,500,100,1.06,3,11,3
random,500,100,4.57,3,11,0
bad_greedy,500,100,4.57,3,11,1
k=1,500,100,1.01,3,11,30
k=2,500,100,0.99,3,11,1533
greedy,500,36,13.75,4,11,3
random,500,13,35.5385,4,11,0
bad_greedy,500,19,24.8947,4,11,1
k=1,500,36,13.75,4,11,62
k=2,500,36,13.75,4,11,3211
greedy,500,83,6.0241,2,11,3
random,500,61,8.19672,2,11,0
bad_greedy,500,36,13.8889,2,11,1
k=1,500,83,6.0241,2,11,40
k=2,500,83,6.0241,2,11,1874
greedy,500,100,0.94,3,11,3
random,500,100,4.31,3,11,0
bad_greedy,500,100,4.31,3,11,1
k=1,500,100,0.87,3,11,29
k=2,500,100,0.83,3,11,1387
greedy,500,39,12.5128,4,11,4
random,500,20,24.5,4,11,0
bad_greedy,500,35,13.7143,4,11,1
k=1,500,39,12.5128,4,11,70
k=2,500,39,12.5128,4,11,2943
greedy,500,87,5.74713,2,11,4
random,500,61,8.19672,2,11,0
bad_greedy,500,36,13.8889,2,11,1
k=1,500,87,5.74713,2,11,39
k=2,500,87,5.74713,2,11,1926
greedy,500,100,1.21,3,11,3
random,500,100,4.59,3,11,0
bad_greedy,500,100,4.59,3,11,1
k=1,500,100,1.17,3,11,32
k=2,500,100,1.15,3,11,1529
greedy,500,43,11.5814,4,11,3
random,500,16,29.5,4,11,0
bad_greedy,500,31,14.5484,4,11,1
k=1,500,43,11.3256,4,11,57
k=2,500,43,11.3256,4,11,2919
greedy,800,97,8.24742,2,11,9
random,800,82,9.7561,2,11,0
bad_greedy,800,65,12.3077,2,11,1
k=1,800,97,8.24742,2,11,37
k=2,800,97,8.24742,2,11,1860
greedy,800,100,1.11,3,11,3
random,800,100,4.4,3,11,0
bad_greedy,800,100,4.4,3,11,1
k=1,800,100,1.08,3,11,32
k=2,800,100,1.05,3,11,1496
greedy,800,42,18.8571,4,11,3
random,800,24,32.125,4,11,0
bad_greedy,800,26,28.8462,4,11,1
k=1,800,43,18.5581,4,11,58
k=2,800,43,18.5581,4,11,2924
greedy,800,100,6,2,11,3
random,800,87,9.1954,2,11,0
bad_greedy,800,77,10.3896,2,11,1
k=1,800,100,6,2,11,27
k=2,800,100,6,2,11,1280
greedy,800,100,1.33,3,11,4
random,800,100,4.78,3,11,0
bad_greedy,800,100,4.78,3,11,1
k=1,800,100,1.3,3,11,32
k=2,800,100,1.27,3,11,1582
greedy,800,53,14.3396,4,11,3
random,800,18,42,4,11,0
bad_greedy,800,35,21.8286,4,11,1
k=1,800,53,14.2264,4,11,68
k=2,800,53,14.2264,4,11,2951
greedy,800,100,7.6,2,11,3
random,800,87,9.1954,2,11,0
bad_greedy,800,68,11.7647,2,11,1
k=1,800,100,7.2,2,11,35
k=2,800,100,7.2,2,11,1552
greedy,800,100,0.96,3,11,4
random,800,100,4.49,3,11,0
bad_greedy,800,100,4.49,3,11,1
k=1,800,100,0.94,3,11,31
k=2,800,100,0.93,3,11,1462
greedy,800,45,17.6,4,11,3
random,800,11,70.4545,4,11,0
bad_greedy,800,22,33.5,4,11,1
k=1,800,46,17.3261,4,11,58
k=2,800,46,17.3261,4,11,2792
greedy,800,100,7,2,11,3
random,800,81,9.87654,2,11,0
bad_greedy,800,66,12.1212,2,11,1
k=1,800,100,7,2,11,32
k=2,800,100,7,2,11,1536
greedy,800,100,1.1,3,11,3
random,800,100,4.33,3,11,0
bad_greedy,800,100,4.33,3,11,1
k=1,800,100,1.08,3,11,32
k=2,800,100,1.08,3,11,1572
greedy,800,47,16.5532,4,11,3
random,800,18,43.6111,4,11,0
bad_greedy,800,36,21.3611,4,11,1
k=1,800,47,16.5532,4,11,57
k=2,800,47,16.5532,4,11,2898
greedy,800,100,7.6,2,11,4
random,800,78,10.2564,2,11,0
bad_greedy,800,72,11.1111,2,11,1
k=1,800,100,7.4,2,11,46
k=2,800,100,7.4,2,11,1590
greedy,800,100,1.35,3,11,3
random,800,100,4.51,3,11,0
bad_greedy,800,100,4.51,3,11,1
k=1,800,100,1.32,3,11,35
k=2,800,100,1.3,3,11,1673
greedy,800,48,16.5625,4,11,3
random,800,18,44.0556,4,11,0
bad_greedy,800,28,27.6071,4,11,1
k=1,800,48,16.5625,4,11,55
k=2,800,48,16.5625,4,11,2788
greedy,800,98,8.16327,2,11,3
random,800,78,10.2564,2,11,0
bad_greedy,800,59,13.5593,2,11,1
k=1,800,98,8.16327,2,11,41
k=2,800,98,8.16327,2,11,1748
greedy,800,100,1.1,3,11,3
random,800,100,4.64,3,11,0
bad_greedy,800,100,4.64,3,11,1
k=1,800,100,1.09,3,11,30
k=2,800,100,1.08,3,11,1391
greedy,800,44,17.7955,4,11,3
random,800,14,56.4286,4,11,0
bad_greedy,800,35,21,4,11,1
k=1,800,44,17.7955,4,11,59
k=2,800,44,17.7955,4,11,3413
greedy,800,99,8.08081,2,11,3
random,800,81,9.87654,2,11,0
bad_greedy,800,58,13.7931,2,11,1
k=1,800,100,8,2,11,34
k=2,800,100,8,2,11,1754
greedy,800,100,1,3,11,3
random,800,100,4.51,3,11,0
bad_greedy,800,100,4.51,3,11,1
k=1,800,100,0.94,3,11,31
k=2,800,100,0.93,3,11,1482
greedy,800,61,12.4754,4,11,3
random,800,47,16.383,4,11,0
bad_greedy,800,49,16.2041,4,11,1
k=1,800,61,12.4754,4,11,52
k=2,800,61,12.4754,4,11,2591
greedy,800,100,7.2,2,11,3
random,800,77,10.3896,2,11,0
bad_greedy,800,62,12.9032,2,11,1
k=1,800,100,7.2,2,11,32
k=2,800,100,7.2,2,11,1523
greedy,800,100,0.98,3,11,3
random,800,100,4.55,3,11,0
bad_greedy,800,100,4.55,3,11,1
k=1,800,100,0.94,3,11,31
k=2,800,100,0.93,3,11,1448
greedy,800,49,15.9184,4,11,3
random,800,25,30.24,4,11,0
bad_greedy,800,31,24.3871,4,11,1
k=1,800,49,15.9184,4,11,54
k=2,800,49,15.9184,4,11,2741
greedy,800,100,7.2,2,11,3
random,800,82,9.7561,2,11,0
bad_greedy,800,65,12.3077,2,11,1
k=1,800,100,7,2,11,32
k=2,800,100,7,2,11,1519
greedy,800,100,1.01,3,11,3
random,800,100,4.42,3,11,0
bad_greedy,800,100,4.42,3,11,1
k=1,800,100,0.94,3,11,29
k=2,800,100,0.91,3,11,1365
greedy,800,46,16.587,4,11,3
random,800,17,47,4,11,0
bad_greedy,800,32,24.2812,4,11,1
k=1,800,46,16.587,4,11,55
k=2,800,46,16.587,4,11,2867
greedy,800,100,8,2,11,4
random,800,79,10.1266,2,11,0
bad_greedy,800,62,12.9032,2,11,1
k=1,800,100,8,2,11,35
k=2,800,100,8,2,11,1727
greedy,800,100,1.04,3,11,3
random,800,100,4.48,3,11,0
bad_greedy,800,100,4.48,3,11,2
k=1,800,100,1.03,3,11,33
k=2,800,100,1.02,3,11,1519
greedy,800,45,17.7778,4,11,3
random,800,17,46.5882,4,11,0
bad_greedy,800,33,22.9394,4,11,1
k=1,800,45,17.7778,4,11,57
k=2,800,45,17.7556,4,11,2844
greedy,1500,100,4.4,2,18,3
random,1500,99,15.1515,2,18,0
bad_greedy,1500,87,17.2414,2,18,1
k=1,1500,100,4.2,2,18,23
k=2,1500,100,4.2,2,18,995
greedy,1500,100,0.51,3,18,3
random,1500,100,4.72,3,18,0
bad_greedy,1500,100,4.72,3,18,1
k=1,1500,100,0.46,3,18,19
k=2,1500,100,0.44,3,18,848
greedy,1500,84,17.5714,4,18,3
random,1500,47,31.2766,4,18,0
bad_greedy,1500,45,32.2222,4,18,1
k=1,1500,85,17.5176,4,18,44
k=2,1500,85,17.5176,4,18,2147
greedy,1500,100,5,2,18,3
random,1500,100,15,2,18,0
bad_greedy,1500,91,16.4835,2,18,1
k=1,1500,100,4.8,2,18,23
k=2,1500,100,4.8,2,18,1065
greedy,1500,100,0.39,3,18,3
random,1500,100,4.61,3,18,0
bad_greedy,1500,100,4.61,3,18,1
k=1,1500,100,0.35,3,18,18
k=2,1500,100,0.34,3,18,825
greedy,1500,83,17.7229,4,18,3
random,1500,55,26.6909,4,18,0
bad_greedy,1500,35,41.7143,4,18,1
k=1,1500,84,17.7619,4,18,41
k=2,1500,84,17.5952,4,18,1988
greedy,1500,100,3.8,2,18,3
random,1500,98,15.3061,2,18,0
bad_greedy,1500,93,16.129,2,18,1
k=1,1500,100,3.6,2,18,19
k=2,1500,100,3.6,2,18,842
greedy,1500,100,0.26,3,18,3
random,1500,100,4.45,3,18,0
bad_greedy,1500,100,4.45,3,18,1
k=1,1500,100,0.26,3,18,16
k=2,1500,100,0.26,3,18,726
greedy,1500,85,16.8,4,18,3
random,1500,59,25.0678,4,18,0
bad_greedy,1500,55,27.1636,4,18,1
k=1,1500,85,16.8,4,18,32
k=2,1500,85,16.8,4,18,1497
greedy,1500,100,4.6,2,18,3
random,1500,99,15.1515,2,18,0
bad_greedy,1500,91,16.4835,2,18,1
k=1,1500,100,4.4,2,18,21
k=2,1500,100,4.2,2,18,990
greedy,1500,100,0.36,3,18,3
random,1500,100,4.6,3,18,0
bad_greedy,1500,100,4.6,3,18,1
k=1,1500,100,0.33,3,18,16
k=2,1500,100,0.33,3,18,718
greedy,1500,82,17.8659,4,18,3
random,1500,53,28.283,4,18,0
bad_greedy,1500,59,25.0678,4,18,1
k=1,1500,82,17.3902,4,18,33
k=2,1500,82,17.3902,4,18,1632
greedy,1500,100,3.4,2,18,3
random,1500,98,15.3061,2,18,0
bad_greedy,1500,88,17.0455,2,18,1
k=1,1500,100,3.4,2,18,17
k=2,1500,100,3.4,2,18,788
greedy,1500,100,0.41,3,18,3
random,1500,100,4.72,3,18,0
bad_greedy,1500,100,4.72,3,18,1
k=1,1500,100,0.38,3,18,17
k=2,1500,100,0.38,3,18,737
greedy,1500,81,17.3951,4,18,3
random,1500,46,31.8913,4,18,0
bad_greedy,1500,58,24.6379,4,18,1
k=1,1500,82,17.7439,4,18,43
k=2,1500,82,17.439,4,18,2014
greedy,1500,100,4,2,18,3
random,1500,99,15.1515,2,18,0
bad_greedy,1500,91,16.4835,2,18,1
k=1,1500,100,3.8,2,18,36
k=2,1500,100,3.8,2,18,867
greedy,1500,100,0.38,3,18,5
random,1500,100,4.16,3,18,0
bad_greedy,1500,100,4.16,3,18,1
k=1,1500,100,0.36,3,18,18
k=2,1500,100,0.34,3,18,793
greedy,1500,89,16.1685,4,18,3
random,1500,67,22.0597,4,18,0
bad_greedy,1500,49,29.2653,4,18,1
k=1,1500,90,16.1778,4,18,30
k=2,1500,90,16.1778,4,18,1547
